genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300012921_39,3300012921,2961631,461,6882,1,1,1,30,75.33,0.91,70.78,MQ,OTU-6624,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__,Terrestrial,Soil,Contaminated culture,-109.55,38.5733
3300025862_23,3300025862,2926529,87,59682,1,1,1,50,98.7,1.09,93.25,HQ,OTU-6124,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Thermopetrobacteraceae;g__;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.299
3300025862_24,3300025862,2800340,360,9191,0,0,0,37,81.99,2.32,70.39,MQ,OTU-6121,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.299
3300012821_6,3300012821,5049155,278,26561,0,0,0,41,97.75,3.47,80.4,MQ,OTU-6008,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300005260_8,3300005260,3673927,186,30105,0,1,0,34,86.49,0.94,81.79,MQ,OTU-5617,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,soil,151.235,-33.9179
3300012940_60,3300012940,3106676,208,19649,1,1,1,36,92.61,1.68,84.21,HQ,OTU-527,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Terrestrial,Soil,compost,-122.29,37.83
3300012921_94,3300012921,2191238,1,2191238,1,0,0,32,76.27,0.32,74.67,MQ,OTU-4751,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__,Terrestrial,Soil,Contaminated culture,-109.55,38.5733
3300027968_33,3300027968,3527680,84,400576,1,0,0,46,99.57,3.49,82.12,MQ,OTU-4539,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300025817_6,3300025817,3969293,199,29309,1,0,1,40,99.46,3.07,84.11,MQ,OTU-4331,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__,Terrestrial,Soil,Natural and restored wetlands,-122.509,37.9264
3300026007_8,3300026007,4008056,251,21186,1,0,0,38,94.43,3.84,75.23,MQ,OTU-4331,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__,Terrestrial,Soil,Natural and restored wetlands,-122.509,37.9264
3300017426_21,3300017426,4460522,47,121982,1,0,0,45,97.68,1.42,90.58,MQ,OTU-4259,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PH10;s__,Terrestrial,Soil,iron-sulfur acid spring,-116.158,51.1699
3300027968_28,3300027968,3996790,75,99448,0,1,2,43,98.26,0.52,95.66,MQ,OTU-4053,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027965_37,3300027965,3782948,58,139182,0,1,2,43,97.39,0.52,94.79,MQ,OTU-4053,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027706_23,3300027706,4285172,19,402042,1,1,1,47,99.13,1.74,90.43,HQ,OTU-4045,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027965_34,3300027965,4277876,13,500984,0,0,0,46,99.13,1.74,90.43,MQ,OTU-4045,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027826_19,3300027826,4314064,15,401921,0,0,0,44,99.13,1.74,90.43,MQ,OTU-4045,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027968_22,3300027968,4276650,15,401182,1,0,0,46,99.13,1.74,90.43,MQ,OTU-4045,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027869_16,3300027869,4276555,12,500984,0,0,0,44,99.13,1.74,90.43,MQ,OTU-4045,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300012842_9,3300012842,3917263,18,286201,0,1,0,45,98.05,1.47,90.7,MQ,OTU-387,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter_A;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012816_3,3300012816,5356399,73,115271,1,0,0,49,100,0,100,MQ,OTU-380,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012842_2,3300012842,5354180,79,113139,1,0,0,49,100,0,100,MQ,OTU-380,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012811_3,3300012811,5048272,330,21052,0,0,0,49,89.69,1.49,82.24,MQ,OTU-380,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300027090_1,3300027090,5153062,655,9355,1,0,0,37,83.14,4.95,58.39,MQ,OTU-3765,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__,Terrestrial,Soil,Forest soil,-72.2095,42.533
3300027905_49,3300027905,3169945,368,10660,0,0,0,38,85.18,1.16,79.38,MQ,OTU-3128,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__;s__,Terrestrial,Soil,Peatlands soil,11.88,50.13
3300012862_12,3300012862,3334352,11,621372,1,1,1,43,99.2,1.56,91.4,HQ,OTU-3104,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012859_10,3300012859,3296357,11,621372,1,1,1,43,99.2,1.56,91.4,HQ,OTU-3104,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300025721_9,3300025721,2649903,342,9083,0,1,1,40,80.41,4.93,55.76,MQ,OTU-2919,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.299
3300025854_3,3300025854,2311001,369,6938,1,1,2,27,75.22,1.64,67.02,MQ,OTU-2919,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.299
3300026049_1,3300026049,2658467,214,18247,0,1,1,39,91.27,1.58,83.37,MQ,OTU-2696,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__,Terrestrial,Soil,Natural and restored wetlands,-122.027,38.199
3300015204_19,3300015204,3069206,259,14477,0,0,0,35,93.46,2.3,81.96,MQ,OTU-2695,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,Terrestrial,Soil,Glacier forefield soil,-50.0184,67.163
3300015202_19,3300015202,3199541,347,11239,1,0,0,38,91.17,2.8,77.17,MQ,OTU-2676,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__,Terrestrial,Soil,Glacier forefield soil,18.581,67.9015
3300015204_9,3300015204,4204908,319,22549,1,0,0,49,97.35,1.52,89.75,MQ,OTU-2528,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__,Terrestrial,Soil,Glacier forefield soil,-50.0184,67.163
3300015198_17,3300015198,3215122,316,13553,0,0,0,36,84.29,2.68,70.89,MQ,OTU-2528,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__,Terrestrial,Soil,Glacier forefield soil,-50.0183,67.163
3300027706_42,3300027706,2361874,100,36912,0,1,1,36,79.49,1.88,70.09,MQ,OTU-2526,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300028590_18,3300028590,2223911,211,13623,1,1,1,30,86.17,1.99,76.22,MQ,OTU-2039,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__,Terrestrial,Soil,soil,-77.032,42.673
3300026271_3,3300026271,3224503,400,10228,0,0,0,38,87.82,2.93,73.17,MQ,OTU-17912,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Soil,-149.314,68.6137
3300025581_11,3300025581,2665226,328,9289,1,0,0,28,81.68,2.93,67.03,MQ,OTU-17912,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.2999
3300025650_10,3300025650,3235298,363,11637,1,0,0,30,81.19,4.17,60.34,MQ,OTU-17912,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.299
3300025725_15,3300025725,2961912,451,7409,0,0,0,28,75.15,1.58,67.25,MQ,OTU-17912,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Arctic peat soil,-156.598,71.2838
3300025481_15,3300025481,2008345,346,5972,0,0,0,16,75.08,2.35,63.33,MQ,OTU-17912,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.2999
3300026931_2,3300026931,942686,81,17562,0,0,0,31,81.93,1.86,72.63,MQ,OTU-17795,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__GCA_000510845.1,Terrestrial,Soil,Sand,-119.272,46.372
3300015161_7,3300015161,3439530,156,32181,0,0,0,42,97.61,1.77,88.76,MQ,OTU-17582,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_F;s__,Terrestrial,Soil,Glacier forefield soil,-50.0639,67.1565
3300027706_32,3300027706,3248008,58,89203,1,0,0,39,97.07,0.63,93.92,MQ,OTU-17505,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027965_43,3300027965,3099947,68,72234,1,0,1,44,94.25,0.31,92.7,MQ,OTU-17505,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027706_33,3300027706,2947082,35,124063,1,1,1,40,91.46,0,91.46,MQ,OTU-17504,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027968_34,3300027968,3495399,38,183013,0,0,0,53,98.01,3.86,78.71,MQ,OTU-17350,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027773_47,3300027773,2530296,313,8976,0,0,0,32,82.07,0.25,80.82,MQ,OTU-17350,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300012794_4,3300012794,3340019,295,14905,1,0,0,38,92.7,0.72,89.1,MQ,OTU-17240,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300027547_1,3300027547,2842749,119,33727,1,1,1,42,95.87,0.36,94.07,HQ,OTU-16893,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SL26;f__SL26;g__UBA11222;s__,Terrestrial,Soil,Sand,-119.272,46.372
3300027393_1,3300027393,2889456,57,97120,1,1,1,42,92.61,1.2,86.61,HQ,OTU-16893,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SL26;f__SL26;g__UBA11222;s__,Terrestrial,Soil,Sand,-119.272,46.372
3300027706_13,3300027706,5178955,14,676625,0,0,0,45,100,0.87,95.65,MQ,OTU-16849,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027965_24,3300027965,5110513,339,21306,0,1,1,36,96.96,4.87,72.61,MQ,OTU-16849,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300027706_16,3300027706,4816803,32,200758,1,1,2,47,99.37,1.61,91.32,HQ,OTU-16848,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PH10;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300017448_23,3300017448,3642589,323,14425,0,1,1,45,87.51,1.71,78.96,MQ,OTU-16825,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocapsa;s__,Terrestrial,Soil,iron-sulfur acid spring,-116.158,51.1699
3300012865_16,3300012865,2851010,144,29618,0,0,0,39,98.92,0.36,97.12,MQ,OTU-1589,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012856_13,3300012856,2845207,185,23459,0,0,0,36,95.99,0.6,92.99,MQ,OTU-1589,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012853_11,3300012853,2768994,253,14889,0,0,0,39,95.43,1.09,89.98,MQ,OTU-1589,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300018946_6,3300018946,3617179,10,622441,1,1,1,46,99.57,0.58,96.67,HQ,OTU-15632,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_F;s__,Terrestrial,Soil,Soil,-109.695,38.7121
3300018910_10,3300018910,3092841,95,55302,1,0,0,44,97.83,2.61,84.78,MQ,OTU-15486,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_F;s__,Terrestrial,Soil,Soil,-109.695,38.7121
3300012921_26,3300012921,3876085,116,47669,0,0,0,44,98.7,0.65,95.45,MQ,OTU-15399,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__,Terrestrial,Soil,Contaminated culture,-109.55,38.5733
3300012921_27,3300012921,3827946,19,363567,1,0,0,40,97.82,0,97.82,MQ,OTU-15398,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__;g__;s__,Terrestrial,Soil,Contaminated culture,-109.55,38.5733
3300012921_25,3300012921,3911287,38,158875,1,1,1,44,99.5,0,99.5,HQ,OTU-15397,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Ferrovibrionaceae;g__Ferrovibrio;s__,Terrestrial,Soil,Contaminated culture,-109.55,38.5733
